Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
metaboost diet plan pdf,5,5,1000,13,1.51,https://example.com/blog/metaboost-diet-plan-pdf-free-ultimate-guide/,24,0.0,36.0,0.22,67,"[20,20,16,13,11,52,84,100,84,84,52,84]",2023-09-10,"Reviews, Video, People also ask, Related searches",informational,Organic
bruise in gums,5,5,1000,27,1.63,https://example.com/info/how-to-heal-bruised-gums-tips-remedies.html,24,0.0,39.0,0.0,883000,"[0,0,0,0,41,66,79,100,79,100,1,0]",2023-09-08,"Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
nonischemic cardiomyopathy icd 10,7,7,1300,23,3.99,https://example.com/info/understanding-nonischemic-cardiomyopathy-icd-10.html,24,0.0,95.0,0.0,72,"[81,81,81,62,81,81,81,81,81,100,100,100]",2023-09-06,"Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
does wegovy need to be refrigerated,5,46,1000,23,3.66,https://example.com/info/do-you-have-to-refrigerate-wegovy-2.html,24,0.0,87.0,0.06,89,"[4,4,5,5,8,41,66,79,100,100,79,54]",2023-09-09,"Sitelinks, Featured snippet, Ads bottom, People also ask, Indented, Related searches",informational,Organic
axcion pills,11,11,1300,27,1.91,https://example.com/blog/acxion-pills-drug-test-example/,24,0.0,45.0,0.61,71,"[44,35,29,16,4,5,7,8,10,8,7,3]",2023-09-08,Indented,informational,Organic
rib out of place self adjustment,7,7,1300,8,3.67,https://example.com/info/self-adjust-back-rib-out-of-place.html,24,0.0,88.0,0.01,6460000,"[84,100,68,84,84,84,100,84,52,46,46,52]",2023-09-08,"Reviews, Video, Featured snippet, People also ask",informational,Organic
ketamine lozenges,11,11,1300,13,2.5,https://example.com/info/ketamine-lozenges-prescription.html,24,0.0,60.0,0.39,98900,"[62,55,55,100,81,100,81,62,81,81,81,55]",2023-09-09,"Image, Indented, Related searches",informational,Organic
mtd drug,5,5,1000,13,4.21,https://example.com/blog/mtd-mean-drug-test-nyc/,24,0.0,101.0,0.0,3390000,"[76,67,67,67,67,76,67,76,76,76,55,55]",2023-09-03,"Reviews, People also ask, Indented, Related searches",informational,Organic
melatonin and tylenol,8,8,1300,24,1.16,https://example.com/info/can-you-take-melatonin-and-tylenol.html,24,0.0,27.0,0.0,878000,"[68,68,52,84,84,52,52,68,52,84,68,46]",2023-09-06,"Sitelinks, Image, People also ask, Related searches","informational, transactional",Organic
super slim keto,8,8,1000,8,1.63,https://example.com/info/super-slim-keto-ultimate-guide-achieving-weight-loss-goals.html,24,0.0,39.0,1.0,98,"[80,44,20,7,7,7,13,100,44,24,8,5]",2023-09-03,"Knowledge panel, Indented",informational,Organic
tlc drug test appointment,4,63,1000,20,2.68,https://example.com/info/schedule-tlc-drug-test-appointment-online.html,24,0.0,64.0,0.19,64,"[45,81,45,81,55,62,55,55,30,81,100,81]",2023-09-09,"People also ask, Indented, Related searches",informational,Organic
tlc drug test appointment,5,0,1000,20,2.68,https://example.com/blog/tlc-drug-test-near-me-example-nyc/,24,0.0,64.0,0.19,64,"[45,81,45,81,55,62,55,55,30,81,100,81]",2023-09-09,"People also ask, Indented, Related searches",informational,Organic
rexall pregnancy test,6,6,1300,17,2.37,https://example.com/info/negative-rexall-pregnancy-test-causes-accuracy-next-steps.html,24,0.0,56.0,0.61,87,"[36,36,41,41,41,54,54,54,54,54,66,41]",2023-09-05,"Knowledge panel, Image pack, Reviews, Image, People also ask, Indented, Popular products, Related searches",informational,Organic
wrecked pre workout,14,0,8100,15,1.13,https://example.com/huge-wrecked-pre-workout-nao-medical/,24,0.0,27.0,1.0,4780000,"[29,29,24,29,24,29,66,54,54,44,29,36]",2023-09-10,"Reviews, Video, Image, People also ask, FAQ, Related products, Related searches","informational, transactional",Organic
mosquito nest,6,6,1300,12,4.35,https://example.com/info/what-does-a-mosquito-nest-look-like-identification-prevention-tips.html,24,0.0,104.0,0.06,42300000,"[100,100,44,24,13,13,16,24,34,55,65,55]",2023-09-05,"Image pack, Reviews, Image, People also ask, Indented, Related searches",informational,Organic
drinking night before pre employment drug test,4,4,1000,20,1.28,https://example.com/blog/can-i-drink-alcohol-before-a-drug-test-nyc/,24,0.0,30.0,0.01,12800000,"[100,100,76,76,76,100,100,67,76,76,76,76]",2023-09-08,"Sitelinks, People also ask, FAQ, Related searches",informational,Organic
136 86 blood pressure,7,7,1300,26,1.14,https://example.com/is-136-86-high-blood-pressure-understanding-blood-pressure-readings/,24,0.0,27.0,0.0,96100000,"[62,81,62,55,55,81,81,100,81,81,81,81]",2023-09-04,"Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
moderate persistent asthma icd 10,6,6,1000,26,4.98,https://example.com/blog/moderate-persistent-asthma-icd-10-nao-medical-2/,22,0.0,109.0,0.01,232000,"[67,100,100,76,67,67,100,67,67,67,76,76]",2023-09-10,"Featured snippet, People also ask, Indented, Related searches",informational,Organic
healthiest smoothie at smoothie king,1,1,1000,26,1.04,https://example.com/best-meal-replacement-smoothie-smoothie-king-guide/,22,0.0,22.0,0.02,493000,"[68,46,25,20,37,68,52,46,68,84,84,84]",2023-09-06,"Sitelinks, Reviews, Video, People also ask, FAQ, Recipes, Related searches","commercial, informational",People also ask
healthiest smoothie at smoothie king,6,6,1000,26,1.04,https://example.com/blog/healthiest-smoothie-king-guide/,22,0.0,22.0,0.02,493000,"[68,46,25,20,37,68,52,46,68,84,84,84]",2023-09-06,"Sitelinks, Reviews, Video, People also ask, FAQ, Recipes, Related searches","commercial, informational",Organic
low dose naltrexone side effects weight,10,10,1000,23,1.82,https://example.com/blog/low-dose-naltrexone-side-effects-weight/,22,0.0,40.0,0.05,1460000,"[37,46,68,52,68,68,68,52,37,37,46,37]",2023-09-08,"Sitelinks, Reviews, Image, Related searches","commercial, informational",Organic
convert eye prescription to 20/20 scale,5,5,1000,28,4.0,https://example.com/blog/convert-vision-prescription-to-20-20-scale-nao-medical/,22,0.0,88.0,0.11,77,"[79,54,54,41,41,41,16,54,30,30,24,16]",2023-09-05,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
can you ovulate without a period,12,12,4400,25,1.42,https://example.com/info/can-you-still-ovulate-and-not-have-a-period.html,22,0.0,31.0,0.01,4430000,"[81,66,66,81,81,81,66,81,81,81,66,81]",2023-09-10,"Sitelinks, Featured snippet, People also ask, Indented, Related searches",informational,Organic
trulicity vs mounjaro,9,8,2400,18,35.0,https://example.com/info/mounjaro-compared-to-trulicity.html,21,0.0,735.0,0.14,208000,"[2,13,29,54,54,65,100,54,54,65,65,100]",2023-09-10,"Sitelinks, Video, Featured snippet, Image, People also ask, Related searches","commercial, informational",Organic
gladiator protein,8,8,2400,12,1.21,https://example.com/blog/smoothie-king-gladiator-protein-benefits-risks-alternatives/,21,0.0,25.0,0.47,3270000,"[100,79,66,66,66,100,100,100,100,100,100,100]",2023-09-06,"Image pack, Reviews, Video, Image, People also ask, Recipes, Indented, Related searches",informational,Organic
tri lo mili,8,8,2400,16,2.41,https://example.com/info/tri-lo-mili-birth-control-pill.html,21,0.0,50.0,0.04,98,"[29,29,29,20,20,29,54,100,100,81,81,81]",2023-09-06,"Image pack, Sitelinks, Image, People also ask, Indented, Related searches",informational,Organic
amoxicillin for std,8,8,1600,20,1.7,https://example.com/info/can-i-take-amoxicillin-for-std.html,20,0.0,34.0,0.1,1290000,"[84,84,100,84,84,100,68,100,84,100,68,84]",2023-09-05,"Sitelinks, Reviews, Image, People also ask, Indented, Related searches","commercial, informational",Organic
ear fluttering,9,9,1600,25,1.32,https://example.com/info/why-do-i-feel-fluttering-in-my-ear.html,20,0.0,26.0,0.02,91500000,"[24,24,100,29,24,24,24,24,24,24,24,18]",2023-09-03,"Sitelinks, Featured snippet, Image, People also ask, Related searches",informational,Organic
how long does ozempic fatigue last,8,8,1600,27,4.19,https://example.com/info/ozempic-and-exhaustion-causes-symptoms-management.html,20,0.0,83.0,0.06,773000,"[10,20,24,36,79,79,79,100,79,100,79,79]",2023-09-03,"Sitelinks, Featured snippet, Ads bottom, People also ask, Related searches",informational,Organic
mounjaro injection sites,9,9,2900,27,4.12,https://example.com/info/where-to-inject-mounjaro-guide-3.html,20,0.0,82.0,0.09,1170000,"[5,29,36,54,43,81,100,81,81,65,65,65]",2023-09-08,"Image pack, Video, Featured snippet, Image, Ads bottom, People also ask, Related searches",informational,Organic
genital warts vs skin tags,8,8,1600,16,1.16,https://example.com/info/genital-skin-tag-versus-wart-understanding-differences-treatment-options.html,20,0.0,23.0,0.0,791000,"[20,52,44,44,44,52,52,36,52,44,52,44]",2023-09-05,"Sitelinks, Featured snippet, People also ask, Related searches",informational,Organic
kapspargo sprinkle,10,10,2900,15,2.25,https://example.com/info/how-to-take-kapspargo-sprinkle-dosage-instructions-tips.html,20,0.0,45.0,0.02,97,"[80,80,80,80,52,100,100,100,80,80,80,66]",2023-09-06,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, informational",Organic
tri lo estarylla,9,9,2900,22,2.03,https://example.com/info/tri-lo-estarylla-everything-you-need-to-know.html,20,0.0,40.0,0.04,91,"[100,100,80,66,66,80,66,80,52,66,52,52]",2023-09-04,"Image pack, Image, People also ask, Related searches",informational,Organic
can ozempic cause joint pain,8,8,1600,19,4.2,https://example.com/does-ozempic-cause-joint-pain/,20,0.0,84.0,0.03,267000,"[52,68,68,52,68,84,84,100,100,100,84,68]",2023-09-03,"Featured snippet, Image, Ads bottom, People also ask, Indented, Related searches",informational,Organic
mounjaro for pcos,8,8,1600,20,1.65,https://example.com/info/mounjaro-ozempic-pcos-treatment.html,20,0.0,33.0,0.09,87,"[11,34,65,44,65,55,44,65,65,44,100,20]",2023-09-07,"Sitelinks, Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
wegovy side effects with alcohol,7,7,1000,15,6.14,https://example.com/info/can-i-drink-alcohol-with-wegovy-effects-risks-recommendations.html,19,0.0,116.0,0.07,271000000,"[7,8,13,11,13,46,84,84,84,84,84,100]",2023-09-07,"Sitelinks, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
tabitha brown popcorn,16,16,6600,28,1.39,https://example.com/info/tabitha-brown-garlic-parmesan-popcorn-recipe.html,19,0.0,26.0,0.13,75,"[0,0,0,0,0,100,54,24,10,13,4,3]",2023-09-09,"Reviews, Ads bottom, People also ask, Related searches",informational,Organic
vee cleanse,7,7,1000,11,1.5,https://example.com/vee-cleanse-pills-side-effects/,19,0.0,28.0,1.0,557000,"[22,29,29,36,29,29,22,22,20,16,20,20]",2023-09-08,"Knowledge panel, Reviews, Video, Image, Ads top, Shopping ads, People also ask, Related searches","informational, transactional",Organic
do jellyfish have hearts,7,7,1000,18,1.3,https://example.com/blog/jellyfish-heart-facts/,19,0.0,24.0,0.0,7100000,"[62,62,62,55,62,55,55,81,62,62,55,62]",2023-09-07,"Sitelinks, Video, Featured snippet, People also ask, FAQ, Related searches",informational,Organic
midol vs ibuprofen,7,7,1000,23,1.55,https://example.com/blog/coping-with-menstrual-pain-advil-vs-midol/,19,0.0,29.0,0.01,222000,"[76,67,76,67,67,76,76,76,76,76,76,76]",2023-09-09,"Sitelinks, Image, People also ask, Related searches",informational,Organic
mounjaro shortage,16,13,6600,22,2.56,https://example.com/health/the-mounjaro-shortage-causes-impacts-solutions/,19,0.0,48.0,0.15,195000,"[2,3,5,19,100,54,29,24,16,10,36,44]",2023-09-09,"Video, People also ask, Related searches",informational,Organic
ozempic and constipation,7,7,1000,16,3.65,https://example.com/info/ozempic-and-constipation-causes-symptoms-management-2.html,19,0.0,69.0,0.03,346000,"[31,31,37,37,37,37,46,68,68,84,84,100]",2023-09-08,"Image pack, Image, Ads bottom, People also ask, Indented, Related searches",informational,Organic
rich piana arm workout,7,7,1000,16,1.56,https://example.com/blog/rich-piana-arm-workout-tips-techniques/,19,0.0,29.0,0.0,78,"[8,8,10,24,36,54,41,41,41,79,100,79]",2023-09-07,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
creatine before and after,22,0,12100,22,1.36,https://example.com/should-i-take-creatine-before-and-after-workout-nao-medical/,18,0.0,24.0,0.01,140000000,"[81,44,44,54,54,81,66,66,100,54,54,54]",2023-09-09,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, FAQ, Related searches",informational,Organic
wegovy shortage,18,22,12100,24,4.4,https://example.com/info/wegovy-shortage-2023-causes-impact-solutions.html,18,0.0,79.0,0.16,1110000,"[4,4,5,7,8,7,3,3,2,16,100,66]",2023-09-09,"Top stories, Sitelinks, Video, Ads top, People also ask, FAQ, Related searches",informational,Organic
hormone harmony,18,11,12100,29,1.51,https://example.com/info/achieving-hormone-harmony-ultimate-guide-hormone-supplements.html,18,0.0,27.0,1.0,5800000,"[24,29,29,29,29,54,44,66,66,66,66,100]",2023-09-09,"Knowledge panel, Reviews, Video, Image, Shopping ads, People also ask, Related products, Related searches","commercial, informational",Organic
acxion fentermina,21,21,12100,28,1.25,https://example.com/blog/acxion-fentermina-30-mg-drug-test-example/,18,0.0,22.0,0.09,88,"[44,36,29,54,16,36,44,29,44,24,24,36]",2023-09-10,See results about,informational,Organic
hypertriglyceridemia icd 10,11,11,3600,26,6.24,https://example.com/info/understanding-hypertriglyceridemia-icd10-causes-symptoms-treatment.html,18,0.0,112.0,0.0,104000,"[81,81,81,81,65,81,81,100,81,81,100,81]",2023-09-06,"Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
fine-tuning vision after cataract surgery,9,9,1900,19,1.07,https://example.com/blog/fine-tune-vision-after-cataract-surgery-nao-medical/,17,0.0,18.0,0.09,709000,"[82,82,65,100,82,65,55,55,44,34,34,34]",2023-09-06,"Featured snippet, Image, Ads bottom, People also ask, Related searches",informational,Organic
allen cognitive levels,11,11,1900,26,2.88,https://example.com/info/allen-cognitive-levels-screen-guide.html,17,0.0,48.0,0.01,65000000,"[79,66,54,54,54,66,79,100,100,100,100,79]",2023-09-05,"Image pack, Sitelinks, Reviews, Video, Featured snippet, People also ask, FAQ, Indented, Related searches",informational,Organic
maternit21 test,9,9,1900,26,2.61,https://example.com/info/what-does-maternit21-test-for.html,17,0.0,44.0,0.03,116000,"[100,79,79,79,66,100,79,79,66,66,66,66]",2023-09-05,"Video, Image, People also ask, FAQ, Indented, Related searches","commercial, informational",Organic
can you ovulate without a period,13,13,4400,25,1.42,https://example.com/info/can-you-ovulate-and-not-have-a-period.html,17,0.0,24.0,0.01,4430000,"[81,66,66,81,81,81,66,81,81,81,66,81]",2023-09-10,"Sitelinks, Featured snippet, People also ask, Indented, Related searches",informational,Organic
red bed bugs,8,8,1900,21,1.6,https://example.com/info/little-red-bugs-in-bed-causes-prevention-treatment.html,17,0.0,27.0,0.02,254000000,"[20,52,52,52,36,36,36,44,52,80,80,66]",2023-09-04,"Image pack, Sitelinks, Video, Image, People also ask, Indented, Related searches","commercial, informational",Organic
wegovy injection site,9,9,1900,29,5.2,https://example.com/info/best-injection-site-wegovy.html,17,0.0,88.0,0.09,1650000,"[7,5,5,5,5,29,65,81,100,100,81,65]",2023-09-03,"Featured snippet, Image, People also ask, Related searches",informational,Organic
8 panel drug test,9,9,1900,22,2.88,https://example.com/blog/8-panel-mql-drug-test-nyc-2/,17,0.0,48.0,0.43,315000000,"[100,100,100,84,84,100,84,100,100,100,100,84]",2023-09-06,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, FAQ, Indented, Popular products, Related searches","commercial, informational",Organic
does semaglutide make you tired,9,62,1900,26,7.04,https://example.com/info/why-am-i-so-tired-on-semaglutide.html,17,0.0,119.0,0.07,214000,"[7,5,10,8,16,27,44,66,80,100,100,80]",2023-09-09,"Sitelinks, Featured snippet, Ads bottom, People also ask, Related searches",informational,Organic
flowflex covid test instructions,14,19,5400,29,1.95,https://example.com/blog/flowflex-covid-test-instructions-nao-medical/,16,0.0,31.0,0.03,138000,"[100,66,10,44,100,36,29,0,0,24,4,4]",2023-09-09,"Image pack, Image, Video Carousel, People also ask, Related searches",informational,Organic
healthy at home eviction relief fund,10,10,2400,20,1.27,https://example.com/info/healthy-at-home-eviction-relief-fund-phone-number-access-financial-assistance.html,16,0.0,20.0,0.05,1410000,"[81,81,100,100,81,65,36,8,13,7,5,5]",2023-09-07,"Video, People also ask, Related searches","commercial, informational",Organic
tessalon perles over the counter,10,10,2400,25,2.69,https://example.com/info/tessalon-perles-100-mg-capsule-over-the-counter.html,16,0.0,43.0,0.04,84200,"[29,36,54,81,100,100,65,54,43,43,22,22]",2023-09-08,"Sitelinks, People also ask, Indented, Related searches","commercial, informational",Organic
nonischemic cardiomyopathy icd 10,8,8,1300,23,3.99,https://example.com/info/understanding-icd-10-nonischemic-cardiomyopathy.html,16,0.0,63.0,0.0,72,"[81,81,81,62,81,81,81,81,81,100,100,100]",2023-09-06,"Featured snippet, Image, People also ask, Indented, Related searches",informational,Organic
